,SL1,Pyrlayer2a/b,Pyrlayer3,SL2,IN_MGE-SST,IN_CGE_VIP,Vglut2,IN_CGE_NPY,IN_MGE-Pvalb,genes,var
29,0.03931447,0.038362257,0.031711325,0.029195897,0.36630335,0.0706494,0.08729504,0.06975524,0.17704178,Lypd6,0.014806283504128484
30,0.90803206,1.110214,0.4463091,1.6209986,0.44200295,0.2420879,0.6695338,0.31085205,0.14080223,Unc13c,0.22438564439461572
31,0.006912862,0.008740801,0.006658503,0.0052766115,0.0,0.014160912,0.0,0.0,0.0,Cenpf,1.7732147033132132e-05
32,0.04612431,0.03620188,0.044738755,0.037642695,0.04107692,0.03979572,0.04310098,0.038379215,0.05224963,A2ml1,1.2659523093657637e-05
33,0.064984545,0.04484345,0.047650926,0.054887936,0.0698569,0.06379897,0.04795165,0.051456936,0.047699057,Rsl24d1,8.537157150803918e-05
34,0.20748249,0.054425202,0.043089982,0.0675807,0.0849956,0.108963475,0.38769996,0.12641498,0.18718326,Tspan9,0.0030063600881469307
35,0.0,0.0,0.0013990826,0.0,0.026777552,0.0058577033,0.009585055,0.007592645,0.0,Ppp3r2,9.337523395918524e-05
36,0.0104178935,0.015913555,0.010159595,0.0060862387,0.009420175,0.0,0.020741241,0.006549647,0.018945863,Fcer2a,2.3358420056455926e-05
37,0.023124099,0.060729306,0.055903174,0.054204904,0.059774227,0.061653275,0.032290146,0.06521733,0.0468895,Dbndd1,0.00018030415881678836
38,0.011913974,0.015148244,0.010439289,0.010270294,0.022198774,0.015916724,0.005150114,0.007129481,0.0069468254,Nostrin,1.7093236082806418e-05
39,0.04200481,0.029891368,0.029997177,0.050173298,0.030358443,0.042105272,0.03568557,0.05777005,0.029582348,Ttr,6.121050175483628e-05
